Book,Army,Var,Army Name,,Topography,Agg,General,1,2,3,4,5,6,7,8,9,10,Check,,Kn,HCh,Cv,LCh,Cm,LH,LCm,El,SCh,Pk,Sp,Bd,Bw,Lb,Cb,Wb,Hd,Ax,Ps,Art,WWg,CWg,CP,Lit,Enemies,Allies
3,75,,Islamic Berber Army 1039-1529 AD,a4,Arable,4,Cv or LH or Sp,3xLH,4xSp,2xPs,1xPs,1xCm or 3Kn or 4Cb or LH or Ps,,,,,,5,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"III/33, 34b, 35b, 35c, 66, 69, 70, 75, IV/5a, 5b, 5c, 38, 68a, 68b, 68c, 68d, 68e, 68f",III/34b
3,76,,Konstantinian Byzantine Army 1042-1973 AD,a1,Arable,1,Cv or CP,4xCv,1xLH,1x3Kn or LH,1x3Kn or Cv or Ps,2xSp or Cv,1x8Bw or LH,1xArt or Cv,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"III/21b, 26a, 26b, 47, 48, 51, 52, 53, 54a, 66, 68a, 71a, 74b, 76",
3,77,,Papal Italian Army 1049-1320 AD,a3,Arable,3,3Kn or Lit,2x3Kn,3xPs,2xSp,2x4Cb,1x3Kn or 3Kn/4Bd,1x7Hd or 5Hd,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"III/52, 53, 73a, 73b, IV/5a, 5b, 5c, 13a, 13b",III/21a or 52 or 53 or 73a) or 73b or 76 or IV/5a or 5b or 5c
3,78,,Scots Isles or Highlands Army 1050-1493 AD,l3,Littoral,3,4Bd,5x4Bd,2x4Bd or 3Wb or 3Pk,1x4Bd or 3Ax,2x3Bw,1x5Hd or Ps,,,,,,4,,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,"III/40b, 45, 46, 78, IV/16, 58",III/40b
3,79,,Early Russian Army 1054-1246 AD,f0,Forest,0,3Kn,4x3Kn,2xLH,2xSp,1xSp or 3Ax or 3Kn/4Bd,1xPs or 3Bw,1x7Hd or Ps,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/32, 40b, 47, 63a, 63b, 68a, 68b, 79, 80, IV/18, 27, 28, 30, 35",III/63a or 63b or 68a or 68b or 80
3,80,,Cuman or Kipchak Army 1054-1394 AD,s3,Steppe,3,3Kn or Cv,2xCv or LH,7xLH,1xLH or Art or Ps,1xPs or 7Hd,,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/11b, 32, 47, 68b, 74b, 79, IV/1a, 1b, 15, 24a, 25, 35, 44a, 44b, 47",II/58
4,1,a,Komnenan Byzantine Army 1071-1142 AD,a1,Arable,1,Cv or 3Kn,2xCv,2xCv or LH,1x3Kn or LH,2xLH,2x3/4Bw,1x4Bd or Sp or 3Ax,1xPs or LH,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/26a, 47, 53, 54, 68a, 68b, 74a, 74b, 80, IV/17",III/74b or 80 or IV/17
4,1,b,Komnenan Byzantine Army 1143-1204 AD,a0,Arable,0,3Kn,2x3Kn,1x3Kn or LH,3xLH,2x3/4Bw,1xSp or 3/4Bw,1xPs,1x4Bd or LH or 3Ax,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/26a, 68b, 74a, 74b, 80, IV/2, 6a, 6b, 6c, 17, 20, 25",III/68b or IV/17
4,2,,Cilician Armenian Army 1071-1375 AD,h1,Hilly,1,3Kn,2x3Kn,6x3Ax or Sp,2x3Bw or Ps,1xPs or LH or 3Kn or 4Cb or LH,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/74a, 74b, IV/1a, 1b, 6a, 6b, 6c, 7, 17, 20, 26, 45, 46, 49, 55a, 55b, 67, 75",III/74a or IV/7 or 17 or 26 or 46
4,3,,Anglo-Norman Army 1072-1181 AD,a2,Arable,2,3Kn/4Bd or CWg,3x3Kn/4Bd,4xSp,1xPs,2xPs or 3Bw or 4Pk,1x3Kn or Mtd-3Bw or 3Ax or 3Lb,,,,,,3,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"III/19a, 19b, 19c, 45, 46, 72, IV/3, 4a, 16, 39a",III/19c or IV/4a
4,4,a,Feudal French Army 1072-1199 AD,a1,Arable,1,3Kn,3x3Kn,2xSp,2xSp or 4Pk,1x3Kn or 4Cb,2xPs,1xPs or 7Hd or 5Hd or 3Pk or 4Ax,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/33, 35b, 53, 73a, IV/4a, 13a, 13b, 23",
4,4,b,Feudal French Army 1200-1330 AD,a1,Arable,1,3Kn,3x3Kn,2xSp,2xSp or 4Bd or 4Pk,1x3Kn or 4Cb,2x3Bw or Ps,1xPs or 7Hd or 5Hd or 3Pk or 4Ax or Art,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/35b, 35c, 73b, IV/4b, 5c, 13b, 20, 23, 39a, 39b, 57a, 62a",III/73b or IV/17
4,5,a,Sicilian Army 1072-1193 AD,l3,Littoral,3,3Kn,3x3Kn,6xPs,1x3Ax or Sp,1x4Cb or LH,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/33, 73a, 73b, 75, 77, IV/1a",
4,5,b,Sicilian Army 1194-1266 AD,l3,Littoral,3,3Kn,3x3Kn,1xMtd-4Bw or LH or 4Kn,5xPs,1xSp,1x7Hd,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/73b, 75, 77, IV/13a, 13b",IV/17
4,5,c,Sicilian Army 1282-1442 AD,l3,Littoral,3,3Kn,3x3Kn,1xCv,1x4Cb,5x3/4Ax,1x8Cb,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/35c, 73b, 75, 77, IV/4b, 13b, 13c, 61",III/35c or (IV/32 & IV/60) or IV/68a
4,6,a,Turkish-ruled and Ayyubid remnant Syrian states 1092-1286 AD,a1,Arable,1,Cv,3xCv,2xLH,2xLH,1xCv or 3Wb,1x7Hd,1xPs,1xPs or 3Ax or 5Hd,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/66, 74a, 74b, IV/1b, 2, 6a, 6b, 6c, 7, 17, 20, 24b, 35, 45, 46",IV/2 or 7 or 17 or 24b
4,6,b,Abbasid Iraq 1092-1258 AD,a0,Arable,0,Cv,3xCv,2xLH,3x3Wb,2x7Hd,1xPs,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/74a, 74b, IV/1b, 2, 7, 17, 20, 35, 45, 46",
4,6,c,Arab Dynasties 1092-1172 AD,a1,Arable,1,Cv,3xCv,2xLH,1x3Wb,2x7Hd,1xPs,2xPs or 5Hd,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/66, 74a, 74b, IV/1b, 2, 6a, 6c, 7, 17, 20, 35, 46",IV/2 or 7 or 17
4,7,,Early Crusader Army 1096-1128 AD,a4,Arable,4,3Kn,3x3Kn or 4Bd,4xSp or 7Hd,2x4Cb,1x3Bw,1x5Hd or 7Hd or LH,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/66, 74b, IV/1a, 2, 6a, 6b, 6c",
4,8,,Ghurid Army 1100-1222 AD,h3,Hilly,3,Cv or El,1xCv or LH,2xLH,2xLH or 4Pk,4xPk,2xPs,,,,,,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10b, 11b, 38, 64b, 74b, IV/15, 24a",III/10b or 11b or 74b
4,9,,Eastern Forest American Army 1100-1620 AD,f1,Forest,1,1x3Wb,1x3Bw or 3Wb,7x3Bw,1xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"III/19c (Welsh colonists), III/40b (Vinlanders), IV/9, 10",
4,10,,Mound Builder American Army 1100-1701 AD,a1,Arable,1,Lit or 4Bw,1x4Bd,5x3Bw,2xPs,3x5Hd,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"III/41a, 41b, IV/9, 10, 11, 63",
4,11,,North-Western American Army 1100-1770 AD,l2,Littoral,2,3/4Bw or 4Bd,2x4Bd,2x3Bw or 4Bd,5x3Bw,2xPs,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"III/41a, 41b, IV/10, 11, 12d, 63, 71a",
4,12,a,"Fijiian, Tongan or Samoan Army 1100-1785 AD",l1,Littoral,1,3Bd,9x3Wb,2xPs,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"IV/12a, 12b, 12c, 12d",
4,12,b,Other Melanesian Armies 1100-1785 AD,l1,Littoral,1,3Bd or 4Ax,9x3Ax/3Pk,2xPs,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"IV/12a, 12b, 12c, 12d, 37d",
4,12,c,Other Polynesian  Armies 1100-1785 AD,l1,Littoral,1,3Bd,9x3Bd,2xPs,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"IV/12a, 12b, 12c, 12d",
4,12,d,Hawaiian  Army 1100-1785 AD,l1,Littoral,1,4Pk,1x4Pk,2x4Pk or 3Bd,5x3Bd,2xPs,1x7Hd,,,,,,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/11, 12a, 12b, 12c, 12d",
4,12,e,Maori Army 1100-1785 AD,l0,Littoral,0,3Bd,11x3Bd,,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,IV/12e,
4,13,a,Medieval German Army 1106-1150 AD,a1,Arable,1,3Kn,4x3Kn/4Bd,1x4Cb,2x7Hd or Sp,2x4Bd,2xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/1a, 40b, 40c, 40d, 63a, 68b, 73a, 77, IV/5a, 13a, 13e",III/40d or 63a or 73a
4,13,b,Medieval German Army 1151-1439 AD,a1,Arable,1,3Kn,3xKn,1x3Kn or LH or 6Kn or Cv,1x4Cb,2x7Hd or Sp,2x4Bd or 4Pk,2xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/40b, 40d, 63a, 63b, 68b, 73a, 73b, 77, IV/4a, 4b, 5b, 5c, 13b, 13e, 41, 43a, 43c, 54a, 54b, 57a, 57b, 57c, 61, 64a, 64b, 64c, 66, 76, 79a, 79b, 80, 82a",III/63b
4,13,c,Medieval German Army 1440-1493 AD,a1,Arable,1,6Kn,2x6Kn,1xCv,1xCv or 4Cb,2x4Pk,2x4Cb or WWg,1x4Cb or 7Hd,1xPs,1xPs or Art,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/5c, 13c, 13e, 43c, 54b, 55b, 57c, 61, 66, 76, 79a, 79b, 80, 82a",IV/79b
4,13,d,Medieval German Army 1494-1518 AD,a1,Arable,1,3Kn or 4Pk,1x3Kn or 4Pk or 3Bd,2x6Kn,1xCv,4x4Pk,2xPs,1xArt,,,,,2,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/13d, 13e, 43c, 54b, 55b, 61, 66, 79d, 82b",
4,13,e,Free Canton Army ,l0,Littoral,0,3Kn/3Pk,8x3Pk,1x4Ax or Ps,2xPs,,,,,,,,2,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/40d, IV/13a, 13b, 13c, 13d, 54a, 54b, 54d",III/40d or IV/13a
4,14,a,Jurchen-Chin Army 1114-1125 AD,f3,Forest,3,3Kn,2x3Kn,3xLH,1xCv or LH,2x3Kn + 3LH or (1x3/4Bd + 1x4Bd + 2x4Cb + 1x7Hd or Art),,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/44, 56, 57, 62a, 62b, 67",
4,14,b,Jurchen-Chin Army 1126-1234 AD,a3,Arable,3,Cv,4xCv,1x3/4Bd,2x4Bd,3x4Cb,1x7Hd or Art,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/44, 57, 62b, 67, IV/35",III/44
4,15,,Qara-Khitan Army 1124-1211 AD,s2,Steppe,2,Cv,6xCv,3xCv or LH,1xCv or 4Bw,1xLH or 7Hd,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/11a, 11b, 44, 74b, 80, IV/8, 14b, 24a, 35",III/11a or 11b or IV/24a
4,16,,Scots Common Army 1124-1513 AD,a3,Arable,3,3Kn/4Pk,1x3Kn/4Pk or Art,1x3Bw or Mtd-3Bw or 3Kn or Cv or 4Bd or 4Pk,5x4Pk,2x3Wb or 4Pk,1x3Bw,1x7Hd or 5Hd,,,,,6,,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,"III/40b, 46, 78, IV/3, 16, 21a, 21b, 21c, 23, 58, 62a, 62b, 62c, 62d, 83a",
4,17,,Later Crusader Army 1128-1303 AD,l1,Littoral,1,3Kn,2x3Kn,1xLH or 3Kn,5xSp,2x4Cb,1x3Bw or 3Kn,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/66, 74b, IV/1a, 1b, 2, 6a, 6b, 6c, 20, 24b, 45, 46 ",III/66 or IV/1b or 2 or 6a or 6c
4,18,,Lithuanian or Samogitian Army 1132-1515 AD,f2,Forest,2,Cv,3xCv/3Bw or LH/3Bw,5xLH/3Bw,2xLH/3Bw or 3Ax,1xLH/3Bw or Ps or Art,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/63a, 63b, 79, IV/18, 27, 28, 30, 44a, 44b, 47, 55b, 65, 66",IV/30 or 47 or 66 or 80
4,19,a,Tarascan or Toltec-Chichimec Army 1168-1521 AD,h1,Hilly,1,4Bw or 3Bd or 4Bd,2x3/4Bd,3x4Bw,4x3Bw,1x3Bw or 3Wb,1xPs,,,,,,2,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"III/22c, 41a, 41b, IV/19a, 19b, 63",
4,19,b,Chinantec  Army 1168-1521 AD,h1,Hilly,1,4Bw,1x4Bw,6x3Pk,4xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"III/41a, 41b, IV/19a, 53, 63",
4,19,c,Spanish & Tlaxcalan Army 1518-1521 AD,h4,Hilly,4,1x3Kn,1x4Bd,1x4Cb,1xArt,2x3Bd or 4Bw,1x4Bw,4x3/4Bw,1xPs,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IV/63,
4,20,,Ayyubid Egyptian Army 1171-1250 AD,d2,Dry,2,Cv,3xCv,1xCv,3xCv,1xCv or 3Ax or 3Wb,1xLH or 7Hd or 5Hd,2xLH or 4Bw or Ps,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/55c, III/12, 71c, 74a, 74b, IV/1b, 2, 4b, 6a, 6b, 6c, 17, 24b",IV/6a or 6b or 6c or 24b
4,21,a,Anglo-Irish Army 1172-1299 AD,a1,Arable,1,3Kn,1x3Kn,2x3/4Lb,2xSp,1x4Bd or 3Ax,3x3Ax,2xPs,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,III/46 or IV/16,III/40b or 46 or 78 (Islemen)
4,21,b,Anglo-Irish Army 1300-1403 AD,a1,Arable,1,3Kn,1xCv,1xCv or LH,2x4Lb,1xSp,1x4Bd or Mtd-4Lb or 4Lb,3x3Ax,1xPs,1xPs,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/16, 58",IV/58
4,21,c,Anglo-Irish Army 1404-1515 AD,a1,Arable,1,3Kn,1xCv or LH,1xLH,2x4Lb,2x4Bd,2x4Bd or 3Ax,2x3Ax or Ps,1xPs,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/16, 58",
4,22,,Serbian Empire Army 1180-1459 AD,h1,Hilly,1,3Kn,3x3Kn,2x3Kn or LH or 3Ax,1xSp/4Bd or Art,4xPs or 3Bw,1x7Hd or Ps,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/68b, IV/25, 33, 43a, 43c, 50, 55b, 69",IV/55b or 69
4,23,,Feudal English 1181-1322 AD,a3,Arable,3,3Kn,3x3Kn,2x3Bw or Sp,2x3Lb,2x7Hd,1xCv or 4Cb,1xPs or 3Pk,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/19b, 19c, IV/4a, 4b, 16, 23, 39a",III/19c or IV/4b (only if a rebel not royal army)
4,24,a,Khwarizmian state Army 1186-1231 AD,a1,Arable,1,Cv,3xCv,2xLH,1xMtd-3Bw (Cm),1x3Bw or Cv,1xEl ot LH,2xLH,1x5Hd or 7Hd,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/11b, 71c, 74a, 74b, 80, IV/8, 15, 35",III/11b or IV/8 or 15
4,24,b,Khwarizmian refugee Army 1232-1246 AD,a3,Arable,3,Cv,3xCv,1xMtd-3Bw (Cm) or 3Kn,1xCv,6xLH,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/6a, 17, 35",IV/6a
4,25,,Later Bulgar Army 1186-1395 AD,a2,Arable,2,3Kn,2x3Kn,4xLH,2xLH or Sp or Sp,3xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/68b, 80, IV/1b, 22, 31, 32, 33, 43a, 50, 55a, 55b",IV/31 or 32 or 47
4,26,,Lusignan Cypriot Army 1192-1489 AD,l2,Littoral,2,3Kn,1x3Kn,1x3Kn or LH,4x4Cb,2xSp or 4Ax,2x3Bw or Ps,1x7Hd or LH,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/74a, IV/2, 45, 49, 61",IV/45 or 74
4,27,,Estonian Army 1200-1227 AD,f3,Forest,3,4Wb,9x3Wb,1xPs,1xPs or 3Cb,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"III/40b, 40d, 79, IV/18, 27, 28, 30",III/79
4,28,,Prussian Army 1200-1283 AD,f1,Forest,1,Cv/4Wb,1xCv/4Wb,4x3Wb,4x3Wb or 3Ax,2xPs,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"III/40b, 40d, 63b, 79, IV/27, 28, 30, 54d",
4,29,,Tupi Army 1200-1601 AD,t2,Tropical,2,3Wb,6x3/4Lb,4x3Wb,1x3Wb or 3/4Lb or Ps,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"IV/29, 72",
4,30,,Teutonic Order Army 1201-1525 AD,a4,Arable,4,3Kn or 6Kn,1x3Kn or 6Kn,1xCv,3x3Kn,1x3Kn or 3Wb,1xLH,1xSp,2x4Cb,1x3Ax or 7Hd,,,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,"III/63b, 79, IV/18, 27, 28, 35, 44a, 44b, 54a, 54b, 54c, 54d, 66",
4,31,,Nikaian Byzantine Army 1204-1261 AD,a1,Arable,1,Cv,1xCv,2x3Kn,3xLH,4x4Bw or Ps or LH,1xCv or 4Bd or Sp,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/74a, IV/25, 32",III/74b or IV/25 or 33
4,32,,Romanian Frank Army 1204-1432 AD,a1,Arable,1,3Kn,4x3Kn,1xCv,1x4Cb,1xSp,3xPs,1x3Ax or Ps,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/74a, IV/25, 31, 32, 33, 50, 51a, 60",III/74b or 80 or IV/33 or 39c or 60 or 61 (Venice)
4,33,,Epirot Byzantine Army 1204-1461 AD,a1,Arable,1,Cv,2xCv,1x3Kn,2xLH,1xLH,2x3/4Bw or Ps,1xSp or Ps,2xPs,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/22, 25, 32, 50, 60",IV/5c or 25 or 32 or 50
4,34,,Trapezuntine Byzantine Army 1204-1461 AD,l1,Littoral,1,3Kn or LH,1x3Kn or LH,3xLH,1xSp or LH,2x4Bw,2x3Bw or Ps,2x3Ax,,,,,2,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/71c, 74a, IV/49, 55a, 55b",III/71c or IV/49
4,35,,Mongol Conquest Army 1206-1266 AD,s4,Steppe,4,1xCv,2xCv,5xLH,1xLH or Art,3xCv or LH,,,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/58, III/11a, 11b, 32, 36, 44, 57, 62b, 63b, 67, 68b, 71c, 74a, 79, 80, IV/6a, 6b, 14b, 15, 24a, 24b, 30, 35, 36a, 44a, 46, 48",III/62b
4,36,a,Later Muslim Indian Army 1206-1315 AD,t2,Tropical,2,Cv,1xCv,2xCv,2xLH,1xEl,1x3Bd,3x3Bw,1x7Hd or Ps,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10b, 10c, 38, IV/35, 36a, 46",III/10c
4,36,b,Later Muslim Indian Army 1316-1526 AD,t2,Tropical,2,Cv,4xCv,1xKn,1xEl,1x3Bd,2x3Bw,1xPs or Art,1x7Hd,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/10c, IV/36b, 75",III/10c
4,37,a,Malay or Sumatran Army 1222-1511 AD,l1,Littoral,1,El,1xEl,6x4Wb,2x3Bw or Ps,1xPs,1x4Wb or LH or Art,,,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"II/42b, 42d, III/23a, IV/37a, 37b, 37c, 37d, 40, 73",II/42d
4,37,b,Moluccam  Army 1222-1511 AD,l1,Littoral,1,3Wb,8x3Wb,2x3Bw or Ps,1xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"IV/37a, 37b, 37c, 37d",
4,37,c,Javanese  Army 1222-1511 AD,l1,Littoral,1,CWg or El,1xLH,7x4Wb,2x3Lb,1xPs,,,,,,,2,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"III/23a, 23b, IV/37a, 37b, 37c, 37d, 48, 73",IV/37a
4,37,d,Other  Armies 1222-1511 AD,l1,Littoral,1,3Wb,7x3Wb,2x3Bw or Ps,1xPs,1x3Wb or LH,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"IV/12b, 37a, 37b, 37c, 37d",
4,38,,Murcian or Granadine Army 1228-1492 AD,a0,Arable,0,3Kn or Cv,3xLH,1xLH,2xSp,1x4Cb or Ps,4x3Cb or Ps,,,,,,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/35c, 75, IV/38, 68d",III/75
4,39,a,Navarrese Army 1234-1327 AD,h1,Hilly,1,3Kn,6x3/4Ax,2x3Cb,2xPs,1xPs,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/35c, IV/4b, 23, 62a",
4,39,b,Navarrese Army 1328-1378 AD,h1,Hilly,1,3Kn,1x3Kn,3x3/4Ax,2xSp or 4Lb,2x3Cb or Ps,3xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/35c, IV/4b, 62a, 62b, 64a, 64b, 68d",
4,39,c,Navarrese Company in Greece 1378-1430 AD,h2,Hilly,2,3Kn,2x3Kn,4x4Ax,2x4Cb,1x3Cb or LH,2xPs,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/51b, 55b, 60, 61, 69",IV/32 or 55b
4,40,,Siamese Army 1234-1518 AD,t3,Tropical,3,El,1xEl,1xCv or 3Bd,1xAx,6x3Wb or 3Ax or 3Bd,2x3Bw or Ps,1xPs,,,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/9b, 23a, 60, IV/37a, 40, 48, 73",III/9b or IV/37a or III/23a
4,41,,Early Swiss Army 1240-1400 AD,h1,Hilly,1,6Bd or 4Bd or 3Bd,1xLH or Ps,8x6/4Bd,2xPs,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"IV/13b, 41, 61, 76",
4,42,,Islamic Persian Army 1245-1393 AD & 1499-1520 AD,d0,Dry,0,Cv,1xCv,2xCv,4xCv,1xLH,2x3Bw or Ps,1x7Hd or 3Pk or Cv,,,,,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IV/42, 46, 52, 55a, 66, 75, 77",
4,43,a,Hungarian Army 1245-1395 AD,s2,Steppe,2,3Kn,1x3Kn,7xLH,1xSp,2xPs or 3Bw,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"III/63b, IV/13b, 22, 25, 43a, 61, 65, 66",IV/13b or 65 or 47 or 61 or 66
